//Удельный коэффициент цвета y спектральных излучений в системе XYZ 
//совпадает с кривой видности. 
//Применение: при наличии спектральной полосы с мощн. излучения P и длиной волны lambda
//помножаем мощность на коэф x,y,z из этой таблицы и получаем коэф. цвета для данной полосы
//потом все полосы суммируем
380	0.00004
390	0.00012
400	0.0004
410	0.0012
420	0.004
430	0.0116
440	0.023
450	0.038
460	0.060
470	0.091
480	0.139
490	0.208
500	0.323
510	0.503
520	0.710
530	0.862
540	0.954
550	0.995
555	1.000
560	0.995
570	0.952
580	0.870
590	0.757
600	0.631
610	0.503
620	0.381
630	0.265
640	0.175
650	0.107
660	0.061
670	0.032
680	0.017
690	0.0082
700	0.0041
710	0.0021
720	0.00105
730	0.00052
740	0.00025
750	0.00012
760	0.00006
770	0.00003
